Date,Year,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Crime_Type,Crime_Cause,Severity,Arrests,Response_Time,Incident_Duration
22/02/2022,2022,17:49,Friday,San Bartolome (Matang-ag),14.062184,121.300229,Cloudy,Domestic Violence,Drugs,Medium,0,27,107
04/07/2023,2023,8:48,Thursday,San Antonio 2 (Sapa),14.024742,121.285814,Stormy,Other,Mental Health,Medium,2,23,60
01/09/2022,2022,2:56,Monday,Bautista,14.096188,121.356017,Foggy,Assault,Unemployment,Medium,1,27,72
23/03/2021,2021,1:10,Wednesday,II-C (Unson),14.03684,121.331247,Sunny,Assault,Alcohol,Low,3,30,75
05/02/2022,2022,14:02,Sunday,VI-E (YMCA),14.035338,121.286995,Sunny,Drug-Related,Other,Low,1,8,17
13/11/2021,2021,0:03,Wednesday,San Gregorio,14.08722,121.283089,Foggy,Vandalism,Unemployment,High,0,17,24
20/01/2022,2022,11:52,Sunday,Atisan,14.10759,121.320907,Rainy,Domestic Violence,Drugs,Medium,2,22,89
19/04/2023,2023,21:20,Wednesday,II-B (Guadalupe 1),14.099623,121.30806,Sunny,Assault,Poverty,High,3,19,56
28/02/2025,2025,12:29,Monday,Santiago II (Bulaho),14.071655,121.32379,Foggy,Vandalism,Poverty,High,0,20,110
20/10/2024,2024,16:55,Saturday,Dolores,14.014612,121.292881,Stormy,Fraud,Gang Activity,Medium,2,24,29
04/03/2021,2021,6:04,Friday,Concepcion (Bunot),14.020894,121.360754,Stormy,Domestic Violence,Poverty,Low,3,19,23
01/12/2024,2024,9:42,Saturday,Santa Filomena (Banlagin),14.022752,121.325427,Foggy,Robbery,Drugs,Medium,1,10,94
23/08/2021,2021,12:39,Thursday,III-B,14.077119,121.320231,Rainy,Vandalism,Alcohol,Low,3,17,85
02/03/2025,2025,18:48,Monday,San Crispin (Lumbangan),14.074458,121.285476,Cloudy,Domestic Violence,Unemployment,High,3,27,119
22/07/2024,2024,11:25,Friday,III-F (Balagtas),14.076671,121.271009,Foggy,Robbery,Personal Dispute,Medium,0,8,16
03/05/2021,2021,2:22,Sunday,San Cristobal,14.098671,121.354461,Foggy,Burglary,Domestic Issue,Medium,2,5,42
07/03/2020,2020,14:14,Thursday,San Joaquin,14.047326,121.278321,Stormy,Vandalism,Opportunistic,Medium,0,8,28
21/12/2024,2024,5:43,Saturday,San Bartolome (Matang-ag),14.010154,121.312922,Cloudy,Vandalism,Gang Activity,High,2,27,66
01/09/2024,2024,14:11,Saturday,IV-B,14.012547,121.335424,Rainy,Theft,Other,High,3,10,86
01/10/2023,2023,17:05,Sunday,II-F (Villa Rey),14.072057,121.332138,Cloudy,Assault,Drugs,Medium,2,23,48
12/02/2022,2022,20:51,Saturday,Del Remedio (Wawa),14.061698,121.271386,Stormy,Vandalism,Alcohol,Low,1,28,49
03/04/2021,2021,13:59,Tuesday,VII-E,14.013619,121.277257,Foggy,Robbery,Domestic Issue,Medium,1,12,17
06/01/2022,2022,1:42,Monday,San Isidro (Balagbag),14.038432,121.313789,Stormy,Theft,Drugs,Medium,0,26,84
17/10/2023,2023,12:12,Thursday,Dolores,14.043287,121.307688,Sunny,Theft,Poverty,Medium,0,12,98
11/08/2023,2023,17:18,Tuesday,Santa Maria Magdalena (Boe / Kuba),14.036335,121.326544,Rainy,Drug-Related,Other,Low,0,24,49
25/03/2025,2025,11:19,Thursday,IV-B,14.064956,121.321488,Cloudy,Robbery,Opportunistic,High,1,7,79
06/06/2025,2025,2:24,Saturday,San Gabriel (Butucan),14.09315,121.280547,Foggy,Robbery,Opportunistic,Medium,1,11,86
04/12/2022,2022,9:44,Sunday,San Lucas 2 (Malinaw),14.018945,121.342327,Cloudy,Fraud,Mental Health,High,0,11,18
08/02/2020,2020,13:44,Thursday,San Antonio 2 (Sapa),14.043337,121.321163,Foggy,Fraud,Personal Dispute,High,1,24,95
23/11/2024,2024,4:08,Monday,III-C (Labak/De Roma),14.02868,121.310061,Cloudy,Burglary,Gang Activity,Medium,1,28,81
05/02/2025,2025,12:57,Saturday,San Gabriel (Butucan),14.075919,121.338747,Cloudy,Vandalism,Gang Activity,Medium,1,28,82
17/10/2020,2020,16:01,Friday,Concepcion (Bunot),14.028828,121.301878,Foggy,Domestic Violence,Alcohol,Medium,0,24,79
11/02/2020,2020,20:31,Tuesday,San Miguel (Balatuin),14.057147,121.270963,Stormy,Vandalism,Domestic Issue,Medium,0,24,39
17/03/2025,2025,14:37,Tuesday,San Diego (Tiim),14.094244,121.271773,Stormy,Assault,Unemployment,Medium,0,19,46
30/01/2022,2022,5:33,Friday,San Juan (Putol),14.078278,121.295934,Stormy,Theft,Alcohol,Medium,2,12,20
26/12/2020,2020,16:42,Saturday,Santa Monica,14.058382,121.290537,Cloudy,Assault,Gang Activity,Medium,3,21,104
08/12/2021,2021,15:09,Monday,II-B (Guadalupe 1),14.063717,121.308994,Stormy,Domestic Violence,Opportunistic,Low,3,10,87
22/08/2020,2020,4:00,Wednesday,Santisimo Rosario (Balagbag),14.092098,121.315053,Foggy,Theft,Domestic Issue,Low,3,26,69
06/08/2022,2022,20:01,Saturday,III-D (Villongco),14.072091,121.303602,Foggy,Other,Personal Dispute,Medium,2,15,49
03/09/2023,2023,8:15,Sunday,San Joaquin,14.105409,121.275137,Cloudy,Fraud,Poverty,Low,2,8,42
25/06/2020,2020,10:21,Wednesday,VII-B,14.046656,121.349153,Sunny,Harassment,Personal Dispute,Low,2,18,38
17/05/2024,2024,1:39,Saturday,V-D,14.068294,121.305595,Cloudy,Robbery,Opportunistic,Medium,1,7,97
14/10/2025,2025,16:28,Thursday,San Lucas 1 (Malinaw),14.087054,121.29541,Cloudy,Robbery,Gang Activity,High,2,27,89
24/02/2023,2023,17:43,Saturday,San Antonio 1 (Balanga),14.02583,121.303036,Stormy,Harassment,Domestic Issue,High,2,22,31
16/07/2021,2021,20:25,Saturday,Santa Isabel,14.069475,121.35866,Foggy,Harassment,Other,Medium,0,17,51
14/06/2025,2025,0:27,Wednesday,San Marcos (Tikew),14.027035,121.292023,Stormy,Theft,Other,Low,3,29,99
03/08/2020,2020,12:23,Monday,San Lucas 2 (Malinaw),14.095495,121.278028,Stormy,Domestic Violence,Opportunistic,Low,0,7,89
06/12/2020,2020,11:52,Thursday,VI-E (YMCA),14.083245,121.286599,Foggy,Drug-Related,Mental Health,Low,3,11,110
10/02/2020,2020,15:13,Sunday,VI-A (Mavenida),14.101481,121.355891,Stormy,Domestic Violence,Alcohol,High,0,24,100
28/09/2022,2022,10:22,Wednesday,Santa Monica,14.03182,121.32317,Stormy,Robbery,Opportunistic,High,2,27,87
16/11/2021,2021,12:47,Sunday,II-D (Bulante),14.062833,121.336304,Rainy,Theft,Opportunistic,High,1,6,68
24/09/2024,2024,9:58,Wednesday,I-A (Sambat),14.101006,121.270978,Sunny,Fraud,Other,Medium,1,8,62
10/09/2020,2020,11:14,Saturday,Atisan,14.076295,121.296483,Stormy,Harassment,Domestic Issue,Medium,2,26,100
29/07/2025,2025,23:47,Sunday,San Ignacio,14.020901,121.333573,Stormy,Assault,Opportunistic,High,0,8,70
08/11/2023,2023,15:36,Sunday,San Antonio 2 (Sapa),14.089499,121.342148,Sunny,Robbery,Opportunistic,Medium,3,11,20
10/05/2020,2020,8:55,Saturday,Santa Ana,14.095251,121.284471,Cloudy,Vandalism,Unemployment,High,2,28,28
21/02/2023,2023,23:45,Monday,Santa Catalina (Sandig),14.020417,121.34698,Cloudy,Harassment,Opportunistic,Low,2,14,110
08/02/2023,2023,0:18,Friday,San Jose (Malamig),14.05197,121.31586,Foggy,Harassment,Opportunistic,High,0,14,80
22/05/2025,2025,19:37,Thursday,Santa Maria,14.107657,121.357267,Sunny,Theft,Alcohol,Low,1,15,108
23/02/2023,2023,10:03,Sunday,San Miguel (Balatuin),14.02462,121.322709,Rainy,Robbery,Alcohol,Medium,0,18,71
21/08/2024,2024,11:33,Sunday,IV-A,14.066235,121.343359,Rainy,Harassment,Personal Dispute,High,2,19,105
05/05/2025,2025,17:11,Sunday,VI-E (YMCA),14.104611,121.325297,Foggy,Harassment,Other,Medium,3,20,73
08/06/2022,2022,2:08,Wednesday,San Gregorio,14.107504,121.318941,Foggy,Vandalism,Personal Dispute,High,1,26,87
23/03/2022,2022,9:29,Monday,III-D (Villongco),14.04966,121.321766,Sunny,Burglary,Alcohol,Medium,2,27,78
30/01/2024,2024,17:21,Monday,Santa Cruz (Putol),14.02863,121.285023,Cloudy,Theft,Unemployment,Medium,3,21,38
07/01/2020,2020,17:53,Tuesday,V-A,14.011247,121.28808,Foggy,Fraud,Gang Activity,Low,2,7,17
11/05/2021,2021,22:20,Sunday,Santo Niño (Arsum),14.010412,121.356285,Cloudy,Harassment,Opportunistic,Low,0,7,110
05/10/2023,2023,7:23,Saturday,Santa Monica,14.10112,121.307487,Foggy,Other,Mental Health,Medium,1,13,28
14/01/2023,2023,10:25,Friday,San Nicolas (Mag-ampon),14.048375,121.355592,Stormy,Harassment,Unemployment,Medium,1,8,43
27/10/2022,2022,15:19,Thursday,San Cristobal,14.087443,121.293878,Cloudy,Theft,Drugs,High,0,16,32
15/04/2021,2021,8:03,Sunday,Dolores,14.084172,121.3462,Cloudy,Assault,Poverty,Medium,2,27,64
29/08/2021,2021,12:14,Thursday,San Joaquin,14.053889,121.358757,Sunny,Burglary,Alcohol,High,2,19,27
15/04/2024,2024,2:32,Thursday,Santa Maria,14.031829,121.285888,Rainy,Harassment,Opportunistic,Medium,1,18,45
02/06/2022,2022,4:03,Tuesday,Santa Elena,14.061447,121.319842,Sunny,Harassment,Drugs,High,3,27,62
08/12/2024,2024,14:59,Tuesday,San Jose (Malamig),14.083315,121.356606,Sunny,Theft,Unemployment,High,3,19,14
05/03/2020,2020,17:19,Saturday,San Buenaventura (Palakpakin),14.060007,121.33606,Foggy,Harassment,Other,Low,3,26,105
29/11/2025,2025,4:47,Thursday,San Crispin (Lumbangan),14.030578,121.34289,Foggy,Vandalism,Poverty,High,2,5,16
13/07/2022,2022,18:17,Saturday,I-A (Sambat),14.069621,121.323747,Rainy,Fraud,Opportunistic,Medium,0,14,110
17/06/2020,2020,22:10,Monday,San Cristobal,14.07728,121.313703,Sunny,Other,Opportunistic,Low,0,26,93
14/01/2023,2023,10:33,Sunday,II-B (Guadalupe 1),14.058633,121.356367,Foggy,Theft,Unemployment,High,2,11,112
18/12/2022,2022,20:38,Sunday,Santa Cruz (Putol),14.050174,121.289314,Foggy,Drug-Related,Personal Dispute,Low,2,20,33
11/04/2021,2021,5:49,Tuesday,Santa Ana,14.077558,121.275044,Stormy,Vandalism,Opportunistic,High,2,7,63
15/06/2024,2024,8:53,Sunday,V-D,14.109855,121.348867,Rainy,Harassment,Gang Activity,High,3,11,112
27/03/2022,2022,7:33,Sunday,I-B (City Sub Riverside),14.101593,121.272951,Cloudy,Burglary,Poverty,Medium,0,13,23
24/05/2022,2022,11:16,Sunday,San Gregorio,14.010319,121.366787,Foggy,Domestic Violence,Other,Medium,3,22,61
23/06/2023,2023,6:45,Saturday,San Gabriel (Butucan),14.08664,121.271429,Stormy,Harassment,Drugs,High,0,11,102
25/01/2022,2022,18:44,Friday,Santa Filomena (Banlagin),14.069248,121.278148,Stormy,Assault,Drugs,Low,3,6,30
04/10/2024,2024,13:18,Friday,III-B,14.031755,121.280104,Cloudy,Robbery,Domestic Issue,Medium,0,29,23
20/11/2022,2022,20:57,Saturday,II-A (Triangulo/ Guadalupe 2),14.030546,121.350327,Stormy,Vandalism,Opportunistic,High,1,23,95
10/07/2020,2020,15:44,Friday,Santa Catalina (Sandig),14.08722,121.338301,Stormy,Vandalism,Alcohol,High,0,14,60
14/08/2021,2021,11:34,Wednesday,San Roque (Sambat),14.104845,121.339357,Rainy,Other,Mental Health,High,3,15,41
15/11/2021,2021,6:17,Thursday,Santisimo Rosario (Balagbag),14.0498,121.29231,Sunny,Vandalism,Drugs,High,3,28,39
09/06/2021,2021,22:06,Saturday,I-B (City Sub Riverside),14.032647,121.341156,Sunny,Vandalism,Drugs,Medium,2,13,35
28/10/2021,2021,4:47,Wednesday,II-C (Unson),14.03621,121.277322,Foggy,Vandalism,Domestic Issue,Medium,0,20,64
04/05/2024,2024,3:13,Friday,San Lucas 2 (Malinaw),14.025944,121.346873,Sunny,Burglary,Alcohol,Medium,3,29,92
16/08/2022,2022,9:44,Wednesday,San Jose (Malamig),14.024177,121.369197,Stormy,Robbery,Poverty,Medium,2,8,80
29/08/2025,2025,20:03,Tuesday,III-D (Villongco),14.023833,121.271461,Cloudy,Vandalism,Alcohol,Medium,3,8,16
14/02/2020,2020,19:57,Friday,VI-B (Sabang Mabini),14.029572,121.367668,Sunny,Domestic Violence,Gang Activity,Medium,3,30,84
28/10/2022,2022,4:29,Thursday,San Antonio 2 (Sapa),14.039391,121.275341,Cloudy,Robbery,Other,High,2,19,23
16/12/2024,2024,12:42,Wednesday,Del Remedio (Wawa),14.021721,121.305476,Cloudy,Drug-Related,Alcohol,Medium,0,17,102
09/07/2021,2021,12:57,Friday,San Lorenzo (Saluyan),14.020656,121.366467,Sunny,Domestic Violence,Domestic Issue,High,2,19,64
21/03/2024,2024,20:13,Wednesday,San Pedro,14.010405,121.323147,Stormy,Harassment,Poverty,Medium,2,10,27
02/10/2021,2021,4:13,Tuesday,Bautista,14.032836,121.275746,Sunny,Vandalism,Personal Dispute,Low,0,17,86
26/07/2020,2020,13:39,Tuesday,Santa Elena,14.03706,121.333379,Foggy,Robbery,Drugs,Low,2,18,97
29/12/2025,2025,20:36,Tuesday,II-A (Triangulo/ Guadalupe 2),14.081922,121.354333,Rainy,Robbery,Poverty,Medium,2,7,50
03/08/2024,2024,8:40,Monday,IV-A,14.081824,121.315792,Rainy,Fraud,Alcohol,Medium,1,19,20
13/09/2022,2022,22:45,Sunday,San Antonio 1 (Balanga),14.020993,121.317007,Stormy,Drug-Related,Poverty,Medium,1,18,24
16/02/2025,2025,12:26,Monday,II-A (Triangulo/ Guadalupe 2),14.01244,121.305087,Rainy,Domestic Violence,Gang Activity,Low,0,5,72
27/03/2025,2025,13:34,Tuesday,Santiago I (Bulaho),14.107038,121.282569,Cloudy,Robbery,Mental Health,Medium,3,14,46
20/05/2020,2020,6:20,Thursday,Santa Maria Magdalena (Boe / Kuba),14.100368,121.292624,Cloudy,Drug-Related,Alcohol,Medium,2,9,72
19/11/2023,2023,2:29,Tuesday,San Marcos (Tikew),14.063302,121.300403,Cloudy,Robbery,Personal Dispute,Medium,3,27,59
16/07/2023,2023,15:02,Friday,San Nicolas (Mag-ampon),14.016841,121.282638,Rainy,Vandalism,Personal Dispute,High,1,17,53
17/09/2025,2025,15:52,Sunday,San Miguel (Balatuin),14.026477,121.303046,Rainy,Burglary,Gang Activity,Low,1,23,57
21/03/2022,2022,11:35,Wednesday,V-A,14.034488,121.319963,Foggy,Assault,Domestic Issue,High,0,23,96
27/02/2023,2023,2:23,Wednesday,VI-B (Sabang Mabini),14.072065,121.284077,Sunny,Drug-Related,Poverty,Low,1,25,113
09/02/2022,2022,12:32,Thursday,San Pedro,14.020589,121.319832,Sunny,Robbery,Drugs,Medium,2,18,35
14/01/2024,2024,13:24,Wednesday,Santa Catalina (Sandig),14.03875,121.361962,Sunny,Robbery,Domestic Issue,Medium,0,6,40
22/04/2022,2022,18:03,Friday,San Joaquin,14.037036,121.345037,Cloudy,Harassment,Other,Low,3,22,24
13/01/2020,2020,17:34,Wednesday,San Marcos (Tikew),14.033066,121.348491,Rainy,Fraud,Personal Dispute,Medium,1,23,48
13/11/2021,2021,13:46,Sunday,San Marcos (Tikew),14.023639,121.319439,Cloudy,Robbery,Poverty,Medium,1,17,50
28/07/2022,2022,1:41,Wednesday,Soledad (Macopa),14.071131,121.322129,Foggy,Robbery,Mental Health,High,3,29,106
17/12/2025,2025,0:04,Monday,San Bartolome (Matang-ag),14.079629,121.310429,Cloudy,Other,Domestic Issue,Medium,3,5,119
17/08/2020,2020,15:26,Tuesday,VI-C (Bagong Pook),14.084841,121.300624,Cloudy,Other,Other,High,1,26,19
28/08/2023,2023,11:57,Tuesday,Santiago II (Bulaho),14.101468,121.366802,Sunny,Robbery,Alcohol,Medium,2,5,15
10/12/2021,2021,0:06,Monday,VII-C,14.085699,121.288908,Cloudy,Fraud,Alcohol,Medium,2,28,62
07/07/2020,2020,4:40,Friday,II-C (Unson),14.066594,121.294306,Cloudy,Assault,Poverty,High,1,21,10
22/03/2022,2022,0:38,Friday,III-D (Villongco),14.088554,121.356118,Foggy,Fraud,Opportunistic,High,0,20,51
08/03/2021,2021,4:46,Friday,San Lucas 1 (Malinaw),14.019845,121.320528,Foggy,Robbery,Other,Low,2,16,40
18/10/2022,2022,13:17,Tuesday,II-B (Guadalupe 1),14.065052,121.315679,Stormy,Fraud,Mental Health,Medium,0,19,35
22/11/2022,2022,12:21,Thursday,San Crispin (Lumbangan),14.07095,121.340369,Cloudy,Other,Alcohol,Low,0,25,99
06/06/2021,2021,16:44,Wednesday,II-A (Triangulo/ Guadalupe 2),14.072358,121.3002,Foggy,Fraud,Other,Medium,0,8,45
05/10/2025,2025,19:23,Monday,IV-A,14.072174,121.309102,Foggy,Robbery,Unemployment,Low,0,17,21
11/08/2024,2024,23:25,Sunday,II-A (Triangulo/ Guadalupe 2),14.051589,121.314753,Cloudy,Fraud,Gang Activity,High,2,17,80
25/09/2024,2024,16:45,Tuesday,VII-B,14.010107,121.279893,Sunny,Other,Domestic Issue,Low,0,16,26
02/12/2025,2025,18:05,Sunday,San Francisco (Calihan),14.082524,121.345315,Stormy,Assault,Mental Health,Low,0,26,20
02/04/2020,2020,18:24,Saturday,II-E (San Anton),14.019495,121.321396,Stormy,Domestic Violence,Unemployment,Medium,3,27,93
17/07/2021,2021,3:45,Monday,VI-B (Sabang Mabini),14.096836,121.320992,Rainy,Other,Mental Health,High,0,30,112
27/03/2020,2020,15:35,Sunday,I-C (Bagong Bayan),14.054777,121.336038,Cloudy,Other,Mental Health,High,1,14,90
18/03/2025,2025,11:33,Monday,III-B,14.102073,121.30137,Sunny,Other,Personal Dispute,High,2,5,28
29/12/2021,2021,3:44,Wednesday,III-F (Balagtas),14.045775,121.310532,Stormy,Theft,Poverty,High,3,19,45
03/08/2025,2025,14:47,Friday,San Gabriel (Butucan),14.074784,121.277589,Cloudy,Vandalism,Opportunistic,High,0,23,72
30/08/2021,2021,6:41,Tuesday,San Roque (Sambat),14.091375,121.324156,Foggy,Theft,Other,High,3,27,35
22/10/2023,2023,10:23,Thursday,IV-B,14.080215,121.309909,Foggy,Burglary,Alcohol,Low,3,11,65
03/05/2024,2024,7:23,Thursday,II-F (Villa Rey),14.075252,121.289504,Cloudy,Burglary,Poverty,Medium,3,6,44
08/05/2023,2023,5:14,Tuesday,Santa Isabel,14.096844,121.340028,Cloudy,Theft,Drugs,Low,3,14,103
06/10/2023,2023,15:07,Sunday,I-A (Sambat),14.011282,121.334488,Foggy,Fraud,Other,Medium,3,7,87
10/12/2025,2025,8:09,Wednesday,Santa Catalina (Sandig),14.077517,121.310133,Cloudy,Theft,Opportunistic,High,1,7,29
21/06/2023,2023,15:52,Monday,Santa Cruz (Putol),14.045145,121.338713,Cloudy,Fraud,Domestic Issue,High,1,28,87
07/11/2021,2021,18:51,Thursday,IV-B,14.104312,121.303854,Stormy,Harassment,Gang Activity,High,0,24,36
30/04/2020,2020,22:21,Monday,Santiago II (Bulaho),14.061899,121.339699,Stormy,Burglary,Other,High,0,6,118
16/09/2025,2025,4:00,Monday,II-A (Triangulo/ Guadalupe 2),14.068023,121.336527,Cloudy,Robbery,Other,Medium,1,25,30
28/06/2022,2022,18:17,Saturday,San Gabriel (Butucan),14.063896,121.298479,Cloudy,Domestic Violence,Alcohol,Medium,0,11,60
22/07/2024,2024,0:32,Wednesday,Santa Catalina (Sandig),14.035821,121.324931,Sunny,Robbery,Opportunistic,Low,3,22,106
01/10/2020,2020,14:07,Tuesday,VII-D,14.086122,121.315255,Rainy,Assault,Drugs,Low,3,6,71
30/12/2021,2021,13:35,Wednesday,San Bartolome (Matang-ag),14.047601,121.280324,Stormy,Harassment,Opportunistic,Low,1,24,59
11/02/2022,2022,4:54,Friday,San Crispin (Lumbangan),14.018136,121.296549,Stormy,Vandalism,Other,Low,0,19,79
24/10/2024,2024,7:45,Saturday,San Francisco (Calihan),14.085177,121.359684,Rainy,Theft,Mental Health,Low,3,15,82
30/06/2022,2022,6:38,Wednesday,San Antonio 1 (Balanga),14.089174,121.314521,Sunny,Burglary,Opportunistic,Low,3,26,61
30/07/2023,2023,15:49,Friday,Santa Maria,14.106796,121.316478,Foggy,Robbery,Personal Dispute,High,2,16,25
23/01/2022,2022,18:47,Saturday,II-B (Guadalupe 1),14.014799,121.351953,Cloudy,Fraud,Poverty,High,1,24,14
12/12/2021,2021,1:29,Tuesday,VII-A (P.Alcantara),14.10202,121.362884,Stormy,Other,Opportunistic,High,0,27,81
13/03/2024,2024,14:25,Thursday,Santa Maria,14.103405,121.364738,Sunny,Robbery,Domestic Issue,Medium,1,7,84
24/12/2024,2024,3:45,Wednesday,II-A (Triangulo/ Guadalupe 2),14.073516,121.325242,Cloudy,Other,Drugs,Low,2,20,57
01/10/2020,2020,22:29,Monday,III-A (Hermanos Belen),14.084094,121.300378,Cloudy,Vandalism,Mental Health,Low,2,13,118
20/04/2025,2025,21:28,Tuesday,San Pedro,14.047759,121.34693,Cloudy,Assault,Drugs,High,1,29,73
19/06/2020,2020,2:51,Sunday,V-C,14.05983,121.310089,Sunny,Drug-Related,Alcohol,Medium,1,29,46
30/07/2025,2025,0:31,Thursday,San Marcos (Tikew),14.087617,121.321753,Cloudy,Domestic Violence,Other,Low,1,17,15
31/07/2022,2022,23:56,Thursday,San Cristobal,14.047748,121.289907,Rainy,Domestic Violence,Unemployment,Medium,3,27,59
17/03/2024,2024,2:14,Saturday,VI-D (Lakeside),14.109204,121.365352,Foggy,Assault,Alcohol,Medium,3,14,101
19/04/2021,2021,1:40,Wednesday,IV-B,14.044447,121.361362,Sunny,Robbery,Personal Dispute,Medium,1,20,101
14/05/2025,2025,2:44,Wednesday,San Nicolas (Mag-ampon),14.031299,121.33134,Rainy,Domestic Violence,Domestic Issue,Low,2,19,42
12/06/2022,2022,8:46,Tuesday,Santa Filomena (Banlagin),14.019485,121.360625,Cloudy,Domestic Violence,Opportunistic,Medium,3,13,70
14/07/2025,2025,3:36,Friday,Santo Angel (Ilog),14.036909,121.306885,Stormy,Harassment,Unemployment,High,1,21,23
12/10/2022,2022,23:01,Saturday,San Gabriel (Butucan),14.083421,121.332395,Cloudy,Burglary,Domestic Issue,High,3,7,12
06/02/2025,2025,8:31,Monday,Santa Elena,14.100423,121.341054,Stormy,Fraud,Drugs,Low,3,11,98
10/03/2021,2021,11:12,Wednesday,Santo Niño (Arsum),14.069886,121.272061,Cloudy,Other,Opportunistic,Low,1,25,30
13/07/2020,2020,10:10,Saturday,Santiago I (Bulaho),14.08638,121.29126,Rainy,Assault,Domestic Issue,Low,0,25,78
07/07/2021,2021,16:04,Wednesday,VI-E (YMCA),14.073965,121.29683,Cloudy,Assault,Drugs,High,2,27,10
25/04/2021,2021,22:23,Sunday,Santa Monica,14.015954,121.27493,Rainy,Vandalism,Domestic Issue,Medium,1,15,56
20/09/2025,2025,0:31,Monday,III-A (Hermanos Belen),14.091268,121.354544,Sunny,Drug-Related,Unemployment,Low,1,18,69
08/08/2022,2022,11:37,Tuesday,Santo Angel (Ilog),14.054166,121.349128,Cloudy,Fraud,Opportunistic,Medium,2,30,38
12/10/2023,2023,18:30,Friday,V-D,14.075769,121.360588,Rainy,Robbery,Poverty,High,2,6,52
03/05/2020,2020,5:06,Friday,III-B,14.017465,121.355325,Rainy,Fraud,Mental Health,High,3,24,74
16/03/2023,2023,23:10,Friday,San Rafael (Buluburan),14.053288,121.304246,Rainy,Theft,Drugs,Low,1,21,20
08/11/2021,2021,0:38,Tuesday,Santiago II (Bulaho),14.096054,121.319406,Rainy,Vandalism,Gang Activity,Low,3,7,52
11/12/2021,2021,18:14,Saturday,San Marcos (Tikew),14.04804,121.335069,Rainy,Assault,Unemployment,Low,3,23,13
05/06/2023,2023,8:57,Monday,San Francisco (Calihan),14.024725,121.342915,Sunny,Assault,Gang Activity,Medium,1,14,41
27/04/2025,2025,19:21,Sunday,I-C (Bagong Bayan),14.047461,121.275171,Foggy,Fraud,Mental Health,Medium,1,15,35
07/01/2025,2025,16:56,Friday,II-B (Guadalupe 1),14.016174,121.354449,Stormy,Harassment,Other,High,0,16,117
11/04/2020,2020,1:20,Monday,IV-A,14.012311,121.35425,Foggy,Burglary,Poverty,High,2,29,113
05/04/2025,2025,8:45,Tuesday,San Francisco (Calihan),14.09029,121.322101,Foggy,Drug-Related,Drugs,Low,0,17,36
30/11/2024,2024,4:29,Friday,Santiago II (Bulaho),14.078476,121.309427,Foggy,Burglary,Poverty,High,3,12,55
17/12/2024,2024,7:11,Saturday,VII-E,14.012612,121.320666,Cloudy,Robbery,Personal Dispute,Low,2,12,79
06/10/2023,2023,16:10,Friday,Santa Ana,14.040582,121.368741,Rainy,Drug-Related,Mental Health,High,3,14,116
18/01/2024,2024,20:14,Tuesday,IV-B,14.085955,121.358506,Cloudy,Burglary,Domestic Issue,High,0,23,81
27/01/2021,2021,19:41,Wednesday,San Vicente,14.0503,121.333206,Rainy,Drug-Related,Alcohol,Low,3,28,79
25/02/2020,2020,1:11,Saturday,San Mateo (Imok),14.078706,121.309018,Rainy,Harassment,Drugs,Low,1,26,110
22/03/2022,2022,13:13,Tuesday,Atisan,14.040881,121.314116,Stormy,Other,Mental Health,Medium,0,16,85
24/12/2024,2024,2:58,Tuesday,Santa Veronica (Bae),14.086641,121.333493,Stormy,Harassment,Unemployment,High,2,6,120
06/02/2023,2023,9:18,Monday,San Gabriel (Butucan),14.0748,121.291739,Sunny,Burglary,Personal Dispute,High,1,10,89
03/04/2020,2020,11:51,Friday,San Buenaventura (Palakpakin),14.029227,121.303803,Foggy,Burglary,Mental Health,Low,1,28,101
11/07/2020,2020,8:00,Saturday,VII-B,14.106974,121.302391,Sunny,Fraud,Domestic Issue,Medium,0,27,27
20/11/2022,2022,9:56,Monday,IV-A,14.07306,121.348612,Rainy,Harassment,Personal Dispute,Medium,1,10,14
15/01/2021,2021,10:31,Thursday,San Antonio 2 (Sapa),14.011126,121.340105,Stormy,Other,Other,High,2,11,34
27/10/2024,2024,14:59,Wednesday,Santa Catalina (Sandig),14.097967,121.357876,Rainy,Theft,Domestic Issue,Medium,0,25,43
02/09/2022,2022,3:12,Wednesday,Santo Angel (Ilog),14.053503,121.317386,Sunny,Fraud,Personal Dispute,High,1,19,89
19/03/2020,2020,22:21,Sunday,VI-D (Lakeside),14.070361,121.330899,Sunny,Theft,Other,High,3,14,38
03/10/2025,2025,5:32,Monday,San Francisco (Calihan),14.038383,121.325567,Sunny,Burglary,Alcohol,High,0,25,60
